date,name,amount,level
"2024-01-14 00:10:47.411885",Angie,112806756,931
"2024-01-15 00:10:46.201556",Angie,65967571,933
"2024-01-16 00:10:46.248617",Angie,11578804,933
"2024-01-17 00:10:48.269564",Angie,172931466,937
"2024-01-18 00:10:47.025551",Angie,30551484,938
"2024-01-19 00:10:46.485551",Angie,0,938
"2024-01-20 00:10:46.173970",Angie,0,938
"2024-01-21 00:10:46.978593",Angie,118936784,940
"2024-01-22 00:10:46.656443",Angie,93696014,943
"2024-01-23 00:10:45.855458",Angie,99551271,945
"2024-01-24 00:10:48.825189",Angie,0,945
"2024-01-25 00:10:46.230962",Angie,116269726,947
"2024-01-26 00:10:48.619221",Angie,0,947
"2024-01-27 00:10:48.182693",Angie,0,947
"2024-01-28 00:10:47.506492",Angie,71049249,949
"2024-01-29 00:10:47.470988",Angie,82021764,951
"2024-01-30 00:10:48.580383",Angie,0,951
"2024-01-31 00:10:53.075078",Angie,0,951
"2024-01-01 10:27:54.073607",Annora,0,227
"2024-01-02 00:12:56.406314",Annora,0,227
"2024-01-03 00:13:04.065419",Annora,0,227
"2024-01-04 00:13:04.508470",Annora,0,227
"2024-01-05 00:12:56.817558",Annora,0,227
"2024-01-06 00:12:41.676274",Annora,0,227
"2024-01-07 00:12:57.301269",Annora,0,227
"2024-01-08 00:12:55.734736",Annora,0,227
"2024-01-09 00:12:55.662488",Annora,0,227
"2024-01-10 00:12:59.073532",Annora,2308936,228
"2024-01-11 00:13:03.113198",Annora,0,228
"2024-01-12 00:12:57.158190",Annora,0,228
"2024-01-13 00:12:59.570856",Annora,0,228
"2024-01-14 00:13:00.398056",Annora,0,228
"2024-01-15 00:13:01.009149",Annora,0,228
"2024-01-16 00:12:54.821342",Annora,0,228
"2024-01-17 00:12:59.748380",Annora,0,228
"2024-01-18 00:12:58.975960",Annora,0,228
"2024-01-19 00:12:54.381153",Annora,0,228
"2024-01-20 00:12:56.858663",Annora,0,228
"2024-01-21 00:12:58.194889",Annora,0,228
"2024-01-22 00:12:57.853644",Annora,0,228
"2024-01-23 00:12:59.400899",Annora,0,228
"2024-01-24 00:13:04.338865",Annora,0,228
"2024-01-25 00:12:56.344960",Annora,0,228
"2024-01-26 00:13:01.940087",Annora,0,228
"2024-01-27 00:13:00.628658",Annora,0,228
"2024-01-28 00:13:01.089389",Annora,0,228
"2024-01-29 00:12:58.770132",Annora,0,228
"2024-01-30 00:13:04.386557",Annora,0,228
"2024-01-31 00:13:25.542690",Annora,0,228
"2024-01-01 10:28:15.438873",Arua,0,917
"2024-01-02 00:13:18.792833",Arua,0,917
"2024-01-03 00:13:23.169511",Arua,0,917
"2024-01-04 00:13:23.988215",Arua,0,917
"2024-01-05 00:13:19.158289",Arua,265067242,923
"2024-01-06 00:12:56.352209",Arua,283374226,930
"2024-01-07 00:13:20.237901",Arua,186475423,934
"2024-01-08 00:13:17.990945",Arua,0,934
"2024-01-09 00:13:17.364419",Arua,0,934
"2024-01-10 00:13:21.309962",Arua,0,934
"2024-01-11 00:13:22.375024",Arua,61604317,935
"2024-01-12 00:13:19.217345",Arua,0,935
"2024-01-13 00:13:21.640899",Arua,0,935
"2024-01-14 00:13:21.808695",Arua,383662,935
"2024-01-15 00:13:22.060141",Arua,42810108,936
"2024-01-16 00:13:16.710646",Arua,10311975,937
"2024-01-17 00:13:21.634401",Arua,236291273,942
"2024-01-18 00:13:21.129305",Arua,73292855,944
"2024-01-19 00:13:16.076697",Arua,54024253,945
"2024-01-20 00:13:19.464517",Arua,0,945
"2024-01-21 00:13:20.178005",Arua,0,945
"2024-01-22 00:13:19.845398",Arua,0,945
"2024-01-23 00:13:21.353689",Arua,0,945
"2024-01-24 00:13:23.425025",Arua,20190978,945
"2024-01-25 00:13:17.954360",Arua,0,945
"2024-01-26 00:13:22.233530",Arua,0,945
"2024-01-27 00:13:22.182631",Arua,0,945
"2024-01-28 00:13:21.277682",Arua,0,945
"2024-01-29 00:13:21.091413",Arua,0,945
"2024-01-30 00:13:23.504019",Arua,0,945
"2024-01-31 00:13:41.236616",Arua,0,945
"2024-01-01 10:28:30.898303","Au Revoir",0,910
"2024-01-02 00:13:34.474214","Au Revoir",0,910
"2024-01-03 00:13:40.200504","Au Revoir",0,910
"2024-01-04 00:13:39.872614","Au Revoir",0,910
"2024-01-05 00:13:35.484980","Au Revoir",0,910
"2024-01-06 00:13:19.472126","Au Revoir",0,910
"2024-01-07 00:13:37.723212","Au Revoir",0,910
"2024-01-08 00:13:34.934968","Au Revoir",0,910
"2024-01-09 00:13:32.746184","Au Revoir",0,910
"2024-01-10 00:13:39.164235","Au Revoir",0,910
"2024-01-11 00:13:38.310316","Au Revoir",0,910
"2024-01-12 00:13:34.922509","Au Revoir",0,910
"2024-01-13 00:13:37.982603","Au Revoir",0,910
"2024-01-14 00:13:38.698679","Au Revoir",0,910
"2024-01-15 00:13:37.805335","Au Revoir",0,910
"2024-01-16 00:13:32.252393","Au Revoir",0,910
"2024-01-17 00:13:38.607590","Au Revoir",0,910
"2024-01-18 00:13:36.785431","Au Revoir",0,910
"2024-01-19 00:13:32.733093","Au Revoir",0,910
"2024-01-20 00:13:35.101132","Au Revoir",0,910
"2024-01-21 00:13:35.918100","Au Revoir",0,910
"2024-01-22 00:13:35.316077","Au Revoir",0,910
"2024-01-23 00:13:36.921744","Au Revoir",0,910
"2024-01-24 00:13:40.511730","Au Revoir",0,910
"2024-01-25 00:13:33.809010","Au Revoir",0,910
"2024-01-26 00:13:38.387076","Au Revoir",0,910
"2024-01-27 00:13:38.961254","Au Revoir",0,910
"2024-01-28 00:13:37.046510","Au Revoir",0,910
"2024-01-29 00:13:36.743618","Au Revoir",0,910
"2024-01-30 00:13:39.242648","Au Revoir",0,910
"2024-01-31 00:13:57.900329","Au Revoir",0,910
"2024-01-01 10:28:43.147609",Avallach,0,619
"2024-01-02 00:13:47.862999",Avallach,0,619
"2024-01-03 00:13:52.823292",Avallach,0,619
"2024-01-04 00:13:53.558263",Avallach,0,619
"2024-01-05 00:13:47.889719",Avallach,0,619
"2024-01-06 00:13:32.397024",Avallach,0,619
"2024-01-07 00:13:50.224175",Avallach,0,619
"2024-01-08 00:13:47.078982",Avallach,0,619
"2024-01-09 00:13:44.968626",Avallach,0,619
"2024-01-10 00:13:52.253278",Avallach,0,619
"2024-01-11 00:13:52.021282",Avallach,0,619
"2024-01-12 00:13:48.287569",Avallach,0,619
"2024-01-13 00:13:51.180300",Avallach,0,619
"2024-01-14 00:13:51.127275",Avallach,0,619
"2024-01-15 00:13:50.265383",Avallach,0,619
"2024-01-16 00:13:44.257579",Avallach,0,619
"2024-01-17 00:13:50.996652",Avallach,0,619
"2024-01-18 00:13:50.477807",Avallach,0,619
"2024-01-19 00:13:44.910294",Avallach,0,619
"2024-01-20 00:13:47.329067",Avallach,0,619
"2024-01-21 00:13:49.333340",Avallach,0,619
"2024-01-22 00:13:48.253606",Avallach,0,619
"2024-01-23 00:13:50.411354",Avallach,0,619
"2024-01-24 00:13:52.949908",Avallach,0,619
"2024-01-25 00:13:46.340491",Avallach,0,619
"2024-01-26 00:13:52.239341",Avallach,0,619
"2024-01-27 00:13:51.300383",Avallach,0,619
"2024-01-28 00:13:49.983506",Avallach,0,619
"2024-01-29 00:13:48.992672",Avallach,0,619
"2024-01-30 00:13:52.893357",Avallach,0,619
"2024-01-31 00:14:13.517454",Avallach,0,619
"2024-01-01 10:29:20.141094",Btkiing,0,745
"2024-01-02 00:14:23.163090",Btkiing,0,745
"2024-01-03 00:14:30.144844",Btkiing,0,745
"2024-01-04 00:14:31.163259",Btkiing,48427,745
"2024-01-05 00:14:23.712300",Btkiing,6117012,745
"2024-01-06 00:14:04.575448",Btkiing,0,745
"2024-01-07 00:14:26.359237",Btkiing,0,745
"2024-01-08 00:14:22.748405",Btkiing,0,745
"2024-01-09 00:14:21.422834",Btkiing,0,745
"2024-01-10 00:14:34.229950",Btkiing,0,745
"2024-01-11 00:14:29.617500",Btkiing,0,745
"2024-01-12 00:14:23.791854",Btkiing,0,745
"2024-01-13 00:14:27.125875",Btkiing,0,745
"2024-01-14 00:14:27.872157",Btkiing,0,745
"2024-01-15 00:14:28.693554",Btkiing,237454,745
"2024-01-16 00:14:20.760720",Btkiing,0,745
"2024-01-17 00:14:26.295745",Btkiing,0,745
"2024-01-18 00:14:25.808876",Btkiing,0,745
"2024-01-19 00:13:58.930859",Btkiing,0,745
"2024-01-20 00:14:01.432949",Btkiing,0,745
"2024-01-21 00:14:04.750401",Btkiing,145248,745
"2024-01-22 00:14:02.786295",Btkiing,0,745
"2024-01-23 00:14:07.857775",Btkiing,0,745
"2024-01-24 00:14:13.359135",Btkiing,0,745
"2024-01-25 00:14:00.524536",Btkiing,0,745
"2024-01-26 00:14:11.168931",Btkiing,0,745
"2024-01-27 00:14:10.517577",Btkiing,164895,745
"2024-01-28 00:14:06.901733",Btkiing,240748,745
"2024-01-29 00:14:04.294558",Btkiing,0,745
"2024-01-30 00:14:12.970032",Btkiing,53709,745
"2024-01-31 00:14:28.591504",Btkiing,0,745
"2024-01-01 10:29:33.623314","Cait Ulto Daleste",0,367
"2024-01-02 00:14:35.560939","Cait Ulto Daleste",0,367
"2024-01-03 00:14:43.871804","Cait Ulto Daleste",1082952,367
"2024-01-04 00:14:43.685168","Cait Ulto Daleste",0,367
"2024-01-05 00:14:36.620128","Cait Ulto Daleste",15946808,370
"2024-01-06 00:14:21.342547","Cait Ulto Daleste",30407321,374
"2024-01-07 00:14:39.961076","Cait Ulto Daleste",17990724,377
"2024-01-08 00:14:36.237848","Cait Ulto Daleste",0,377
"2024-01-09 00:14:33.530190","Cait Ulto Daleste",0,377
"2024-01-10 00:14:48.421168","Cait Ulto Daleste",0,377
"2024-01-11 00:14:42.061866","Cait Ulto Daleste",0,377
"2024-01-12 00:14:36.116787","Cait Ulto Daleste",0,377
"2024-01-13 00:14:40.052027","Cait Ulto Daleste",-3380080,376
"2024-01-14 00:14:41.407197","Cait Ulto Daleste",0,376
"2024-01-15 00:14:41.078558","Cait Ulto Daleste",0,376
"2024-01-16 00:14:33.018470","Cait Ulto Daleste",0,376
"2024-01-17 00:14:40.003295","Cait Ulto Daleste",0,376
"2024-01-18 00:14:38.145044","Cait Ulto Daleste",0,376
"2024-01-19 00:14:17.275347","Cait Ulto Daleste",0,376
"2024-01-20 00:14:19.442079","Cait Ulto Daleste",0,376
"2024-01-21 00:14:21.767111","Cait Ulto Daleste",0,376
"2024-01-22 00:14:20.721406","Cait Ulto Daleste",0,376
"2024-01-23 00:14:22.872788","Cait Ulto Daleste",0,376
"2024-01-24 00:14:26.541451","Cait Ulto Daleste",0,376
"2024-01-25 00:14:19.352734","Cait Ulto Daleste",0,376
"2024-01-26 00:14:25.070979","Cait Ulto Daleste",0,376
"2024-01-27 00:14:24.760875","Cait Ulto Daleste",0,376
"2024-01-28 00:14:22.797424","Cait Ulto Daleste",0,376
"2024-01-29 00:14:21.614305","Cait Ulto Daleste",0,376
"2024-01-30 00:14:26.188193","Cait Ulto Daleste",0,376
"2024-01-31 00:14:41.576647","Cait Ulto Daleste",0,376
"2024-01-01 10:34:12.040912",Cascudinho,72258607,1231
"2024-01-02 00:18:51.612612",Cascudinho,0,1231
"2024-01-03 00:18:59.912613",Cascudinho,40478900,1231
"2024-01-04 00:19:04.923231",Cascudinho,371257,1231
"2024-01-05 00:18:53.582509",Cascudinho,48722328,1232
"2024-01-06 00:18:31.234057",Cascudinho,182988875,1235
"2024-01-07 00:18:56.075546",Cascudinho,249048454,1238
"2024-01-08 00:18:50.183452",Cascudinho,1649068,1238
"2024-01-09 00:18:42.679412",Cascudinho,359326,1238
"2024-01-10 00:19:15.764077",Cascudinho,53376450,1239
"2024-01-11 00:18:59.574212",Cascudinho,40471509,1239
"2024-01-12 00:18:51.064339",Cascudinho,40541991,1240
"2024-01-13 00:18:56.009139",Cascudinho,102257203,1241
"2024-01-14 00:18:57.737604",Cascudinho,114138360,1242
"2024-01-15 00:18:59.443696",Cascudinho,49840470,1243
"2024-01-16 00:18:39.624588",Cascudinho,110872711,1244
"2024-01-17 00:18:53.731767",Cascudinho,342793366,1249
"2024-01-18 00:18:53.001468",Cascudinho,103391098,1250
"2024-01-19 00:14:32.853772",Cascudinho,22765251,1252
"2024-01-20 00:14:33.994835",Cascudinho,208675611,1253
"2024-01-21 00:14:36.291071",Cascudinho,147541420,1255
"2024-01-22 00:14:35.050936",Cascudinho,95995404,1256
"2024-01-23 00:14:37.482066",Cascudinho,107412808,1258
"2024-01-24 00:14:42.773767",Cascudinho,121829359,1259
"2024-01-25 00:14:34.234086",Cascudinho,93050236,1260
"2024-01-26 00:14:39.678272",Cascudinho,48300651,1261
"2024-01-27 00:14:40.684826",Cascudinho,0,1261
"2024-01-28 00:14:37.426975",Cascudinho,0,1261
"2024-01-29 00:14:36.144239",Cascudinho,51547688,1262
"2024-01-30 00:14:41.026950",Cascudinho,150692326,1264
"2024-01-31 00:14:56.711394",Cascudinho,143990319,1265
"2024-01-01 10:29:48.254840",Darktorthuliosz,91749668,1053
"2024-01-02 00:14:51.694944",Darktorthuliosz,39532604,1053
"2024-01-03 00:14:58.906960",Darktorthuliosz,0,1053
"2024-01-04 00:14:59.469063",Darktorthuliosz,80043776,1054
"2024-01-05 00:14:51.893432",Darktorthuliosz,246579575,1060
"2024-01-06 00:14:35.911699",Darktorthuliosz,383852298,1066
"2024-01-07 00:14:54.769512",Darktorthuliosz,325610949,1071
"2024-01-08 00:14:50.837908",Darktorthuliosz,138167104,1074
"2024-01-09 00:14:47.861792",Darktorthuliosz,32441688,1074
"2024-01-10 00:15:05.881816",Darktorthuliosz,961198,1074
"2024-01-11 00:14:58.049356",Darktorthuliosz,1063980,1074
"2024-01-12 00:14:51.846485",Darktorthuliosz,26263431,1075
"2024-01-13 00:14:55.414361",Darktorthuliosz,139419758,1077
"2024-01-14 00:14:56.398460",Darktorthuliosz,36862742,1078
"2024-01-15 00:14:56.169878",Darktorthuliosz,53589798,1079
"2024-01-16 00:14:47.287577",Darktorthuliosz,26361792,1079
"2024-01-17 00:14:54.688358",Darktorthuliosz,249645014,1085
"2024-01-18 00:14:53.859092",Darktorthuliosz,275730639,1088
"2024-01-19 00:14:47.232259",Darktorthuliosz,49006572,1089
"2024-01-20 00:14:48.606505",Darktorthuliosz,115540874,1091
"2024-01-21 00:14:50.932703",Darktorthuliosz,94763226,1093
"2024-01-22 00:14:50.656680",Darktorthuliosz,31593960,1093
"2024-01-23 00:14:53.562228",Darktorthuliosz,0,1093
"2024-01-24 00:14:57.948104",Darktorthuliosz,0,1093
"2024-01-25 00:14:49.024507",Darktorthuliosz,18635124,1093
"2024-01-26 00:14:55.559895",Darktorthuliosz,0,1093
"2024-01-27 00:14:55.376875",Darktorthuliosz,0,1093
"2024-01-28 00:14:52.913211",Darktorthuliosz,0,1093
"2024-01-29 00:14:51.973070",Darktorthuliosz,0,1093
"2024-01-30 00:14:57.407632",Darktorthuliosz,0,1093
"2024-01-01 10:26:01.414435","Dener Forward",0,1200
"2024-01-02 00:11:00.656638","Dener Forward",0,1200
"2024-01-03 00:11:06.987010","Dener Forward",0,1200
"2024-01-04 00:11:08.132701","Dener Forward",0,1200
"2024-01-05 00:11:00.943350","Dener Forward",0,1200
"2024-01-06 00:11:02.661079","Dener Forward",0,1200
"2024-01-07 00:11:01.731386","Dener Forward",0,1200
"2024-01-08 00:11:02.951909","Dener Forward",0,1200
"2024-01-09 00:10:58.994294","Dener Forward",0,1200
"2024-01-10 00:11:03.031628","Dener Forward",0,1200
"2024-01-11 00:11:07.873701","Dener Forward",0,1200
"2024-01-12 00:11:01.742994","Dener Forward",0,1200
"2024-01-13 00:11:03.546409","Dener Forward",0,1200
"2024-01-14 00:11:04.612125","Dener Forward",0,1200
"2024-01-15 00:11:02.184759","Dener Forward",0,1200
"2024-01-16 00:11:00.855063","Dener Forward",0,1200
"2024-01-17 00:11:04.429701","Dener Forward",2640,1200
"2024-01-18 00:11:01.743199","Dener Forward",0,1200
"2024-01-19 00:11:00.991047","Dener Forward",0,1200
"2024-01-20 00:11:00.951120","Dener Forward",0,1200
"2024-01-21 00:11:02.518543","Dener Forward",0,1200
"2024-01-22 00:11:01.544586","Dener Forward",0,1200
"2024-01-23 00:11:00.868173","Dener Forward",0,1200
"2024-01-24 00:11:06.716983","Dener Forward",0,1200
"2024-01-25 00:11:01.236966","Dener Forward",0,1200
"2024-01-26 00:11:05.261304","Dener Forward",0,1200
"2024-01-27 00:11:05.543033","Dener Forward",0,1200
"2024-01-28 00:11:03.940074","Dener Forward",0,1200
"2024-01-29 00:11:02.988627","Dener Forward",0,1200
"2024-01-30 00:11:05.292008","Dener Forward",0,1200
"2024-01-31 00:11:20.380391","Dener Forward",0,1200
"2024-01-01 10:30:00.026060","Deregue Jhonson",0,303
"2024-01-01 10:30:27.510301",Diadorim,0,672
"2024-01-02 00:15:10.858433",Diadorim,0,672
"2024-01-03 00:15:20.431904",Diadorim,0,672
"2024-01-04 00:15:21.322852",Diadorim,0,672
"2024-01-05 00:15:10.837338",Diadorim,0,672
"2024-01-06 00:14:50.156215",Diadorim,0,672
"2024-01-07 00:15:15.834973",Diadorim,0,672
"2024-01-08 00:15:08.712936",Diadorim,0,672
"2024-01-09 00:15:03.975952",Diadorim,0,672
"2024-01-10 00:15:22.323752",Diadorim,0,672
"2024-01-11 00:15:18.935730",Diadorim,0,672
"2024-01-12 00:15:11.211078",Diadorim,0,672
"2024-01-13 00:15:16.215746",Diadorim,0,672
"2024-01-14 00:15:17.314342",Diadorim,0,672
"2024-01-15 00:15:19.057801",Diadorim,0,672
"2024-01-16 00:15:01.127525",Diadorim,115663,672
"2024-01-17 00:15:15.309414",Diadorim,0,672
"2024-01-18 00:15:13.636487",Diadorim,0,672
"2024-01-19 00:15:00.975781",Diadorim,2110541,672
"2024-01-20 00:15:03.116812",Diadorim,0,672
"2024-01-21 00:15:10.044176",Diadorim,0,672
"2024-01-22 00:15:07.940745",Diadorim,0,672
"2024-01-23 00:15:13.526015",Diadorim,0,672
"2024-01-24 00:15:19.194025",Diadorim,0,672
"2024-01-25 00:15:04.785614",Diadorim,0,672
"2024-01-26 00:15:16.806211",Diadorim,0,672
"2024-01-27 00:15:16.828177",Diadorim,0,672
"2024-01-28 00:15:11.854076",Diadorim,0,672
"2024-01-29 00:15:10.388805",Diadorim,0,672
"2024-01-30 00:15:18.490138",Diadorim,0,672
"2024-01-31 00:15:36.974847",Diadorim,0,672
"2024-01-29 00:15:25.953747","Dine Abu",21388831,651
"2024-01-30 00:15:33.389763","Dine Abu",0,651
"2024-01-31 00:15:52.090893","Dine Abu",0,651
"2024-01-01 10:30:43.237055",Falka,0,911
"2024-01-02 00:15:26.187924",Falka,0,911
"2024-01-03 00:15:35.686229",Falka,0,911
"2024-01-04 00:15:36.240419",Falka,0,911
"2024-01-05 00:15:26.475258",Falka,0,911
"2024-01-06 00:15:10.785373",Falka,0,911
"2024-01-07 00:15:30.920499",Falka,0,911
"2024-01-08 00:15:24.941539",Falka,0,911
"2024-01-09 00:15:22.710038",Falka,0,911
"2024-01-10 00:15:37.709566",Falka,0,911
"2024-01-11 00:15:33.803481",Falka,0,911
"2024-01-12 00:15:26.421710",Falka,0,911
"2024-01-13 00:15:31.000639",Falka,0,911
"2024-01-14 00:15:32.233240",Falka,0,911
"2024-01-15 00:15:33.861877",Falka,0,911
"2024-01-16 00:15:21.151043",Falka,0,911
"2024-01-17 00:15:30.249459",Falka,0,911
"2024-01-18 00:15:28.804700",Falka,0,911
"2024-01-19 00:15:21.644083",Falka,0,911
"2024-01-20 00:15:23.146445",Falka,0,911
"2024-01-21 00:15:26.278702",Falka,0,911
"2024-01-22 00:15:24.493898",Falka,0,911
"2024-01-23 00:15:28.837422",Falka,0,911
"2024-01-24 00:15:34.276049",Falka,0,911
"2024-01-25 00:15:23.344512",Falka,0,911
"2024-01-26 00:15:31.573251",Falka,0,911
"2024-01-27 00:15:31.506386",Falka,0,911
"2024-01-28 00:15:27.329250",Falka,0,911
"2024-01-29 00:15:40.624916",Falka,0,911
"2024-01-30 00:15:48.451433",Falka,0,911
"2024-01-31 00:16:21.499990",Falka,0,911
"2024-01-01 10:30:58.443707",Goraibe,0,1086
"2024-01-02 00:15:41.033621",Goraibe,0,1086
"2024-01-03 00:15:50.965570",Goraibe,0,1086
"2024-01-04 00:15:51.890474",Goraibe,0,1086
"2024-01-05 00:15:42.007510",Goraibe,0,1086
"2024-01-06 00:15:26.340324",Goraibe,0,1086
"2024-01-07 00:15:47.100190",Goraibe,0,1086
"2024-01-08 00:15:40.785983",Goraibe,0,1086
"2024-01-09 00:15:37.324188",Goraibe,0,1086
"2024-01-10 00:15:54.032795",Goraibe,24579516,1087
"2024-01-11 00:15:48.749961",Goraibe,0,1087
"2024-01-12 00:15:41.032074",Goraibe,108,1087
"2024-01-13 00:15:46.572788",Goraibe,47728022,1087
"2024-01-14 00:15:47.207917",Goraibe,648,1087
"2024-01-15 00:15:49.168424",Goraibe,0,1087
"2024-01-16 00:15:35.772480",Goraibe,0,1087
"2024-01-17 00:15:45.264074",Goraibe,131890552,1090
"2024-01-18 00:15:43.733574",Goraibe,0,1090
"2024-01-19 00:15:36.259249",Goraibe,0,1090
"2024-01-20 00:15:37.896298",Goraibe,0,1090
"2024-01-21 00:15:41.328555",Goraibe,0,1090
"2024-01-22 00:15:39.369830",Goraibe,0,1090
"2024-01-23 00:15:43.719680",Goraibe,0,1090
"2024-01-24 00:15:50.734458",Goraibe,0,1090
"2024-01-25 00:15:38.362589",Goraibe,0,1090
"2024-01-26 00:15:46.498159",Goraibe,0,1090
"2024-01-27 00:15:47.209164",Goraibe,117762791,1092
"2024-01-28 00:15:42.317764",Goraibe,49507190,1092
"2024-01-29 00:15:57.123517",Goraibe,0,1092
"2024-01-30 00:16:08.542564",Goraibe,0,1092
"2024-01-31 00:16:36.324543",Goraibe,0,1092
"2024-01-01 10:31:21.223515","Guu K",0,1392
"2024-01-02 00:15:57.723380","Guu K",0,1392
"2024-01-03 00:16:13.036546","Guu K",0,1392
"2024-01-04 00:16:16.357828","Guu K",74214792,1393
"2024-01-05 00:15:58.725774","Guu K",243077728,1395
"2024-01-06 00:15:41.643446","Guu K",476043422,1400
"2024-01-07 00:16:05.231188","Guu K",361643211,1404
"2024-01-08 00:15:56.821959","Guu K",244021592,1406
"2024-01-09 00:15:52.643657","Guu K",0,1406
"2024-01-10 00:16:16.726689","Guu K",0,1406
"2024-01-11 00:16:08.872230","Guu K",119664,1406
"2024-01-12 00:15:57.767222","Guu K",736985,1406
"2024-01-13 00:16:05.236186","Guu K",0,1406
"2024-01-14 00:16:05.112184","Guu K",0,1406
"2024-01-15 00:16:10.027749","Guu K",36050712,1406
"2024-01-16 00:15:51.146242","Guu K",0,1406
"2024-01-17 00:16:01.367653","Guu K",363095454,1410
"2024-01-18 00:16:00.578683","Guu K",250123284,1413
"2024-01-19 00:15:51.817290","Guu K",0,1413
"2024-01-20 00:15:53.646812","Guu K",0,1413
"2024-01-21 00:15:57.105507","Guu K",0,1413
"2024-01-22 00:15:56.169122","Guu K",0,1413
"2024-01-23 00:16:02.206496","Guu K",0,1413
"2024-01-24 00:16:12.144663","Guu K",0,1413
"2024-01-25 00:15:54.159941","Guu K",0,1413
"2024-01-26 00:16:03.513751","Guu K",0,1413
"2024-01-27 00:16:04.822279","Guu K",0,1413
"2024-01-28 00:15:59.088683","Guu K",0,1413
"2024-01-29 00:16:20.078991","Guu K",0,1413
"2024-01-30 00:16:26.456125","Guu K",0,1413
"2024-01-31 00:17:03.751572","Guu K",0,1413
"2024-01-01 10:31:36.158065",Headhunterz,1094903,817
"2024-01-02 00:16:20.299720",Headhunterz,285171,817
"2024-01-03 00:16:28.317803",Headhunterz,1175185,817
"2024-01-04 00:16:31.978301",Headhunterz,8780,817
"2024-01-05 00:16:21.514136",Headhunterz,51711347,819
"2024-01-06 00:15:57.966815",Headhunterz,269630948,828
"2024-01-07 00:16:23.934949",Headhunterz,344476749,838
"2024-01-08 00:16:19.070967",Headhunterz,293187484,845
"2024-01-09 00:16:14.966810",Headhunterz,2239891,845
"2024-01-10 00:16:32.422222",Headhunterz,0,845
"2024-01-11 00:16:26.400564",Headhunterz,924424,845
"2024-01-12 00:16:19.771604",Headhunterz,285968,845
"2024-01-13 00:16:23.968028",Headhunterz,1665259,845
"2024-01-14 00:16:23.991881",Headhunterz,1150381,845
"2024-01-15 00:16:26.649394",Headhunterz,404697,845
"2024-01-16 00:16:10.242390",Headhunterz,752522,845
"2024-01-17 00:16:21.580784",Headhunterz,16554888,846
"2024-01-18 00:16:22.008235",Headhunterz,300845912,855
"2024-01-19 00:16:11.694970",Headhunterz,98330752,857
"2024-01-20 00:16:15.582057",Headhunterz,35764834,858
"2024-01-21 00:16:20.915702",Headhunterz,97236941,860
"2024-01-22 00:16:18.389033",Headhunterz,73015392,862
"2024-01-23 00:16:21.696690",Headhunterz,74745578,864
"2024-01-24 00:16:27.371451",Headhunterz,90688390,867
